pi,s,R,A,D,C,B,Phat,WI
0.600,0.250,0.034,0.100,0.000,0.046,-0.090,0.47067,-0.01400
0.600,0.250,0.034,0.100,0.000,0.046,-0.085,0.47560,-0.01152
0.600,0.250,0.034,0.100,0.000,0.046,-0.079,0.48064,-0.00904
0.600,0.250,0.034,0.100,0.000,0.046,-0.074,0.48580,-0.00656
0.600,0.250,0.034,0.100,0.000,0.046,-0.069,0.49106,-0.00408
0.600,0.250,0.034,0.100,0.000,0.046,-0.064,0.49645,-0.00161
0.600,0.250,0.034,0.100,0.000,0.046,-0.059,0.50195,0.00087
0.600,0.250,0.034,0.100,0.000,0.046,-0.054,0.50759,0.00335
0.600,0.250,0.034,0.100,0.000,0.046,-0.049,0.51337,0.00583
0.600,0.250,0.034,0.100,0.000,0.046,-0.044,0.51928,0.00831
0.600,0.250,0.034,0.100,0.000,0.046,-0.038,0.52535,0.01079
0.600,0.250,0.034,0.100,0.000,0.046,-0.033,0.53158,0.01326
0.600,0.250,0.034,0.100,0.000,0.046,-0.028,0.53798,0.01574
0.600,0.250,0.034,0.100,0.000,0.046,-0.023,0.54456,0.01822
0.600,0.250,0.034,0.100,0.000,0.046,-0.018,0.55133,0.02070
0.600,0.250,0.034,0.100,0.000,0.046,-0.013,0.55831,0.02318
0.600,0.250,0.034,0.100,0.000,0.046,-0.008,0.56551,0.02565
0.600,0.250,0.034,0.100,0.000,0.046,-0.003,0.57295,0.02813
0.600,0.250,0.034,0.100,0.000,0.046,0.003,0.58067,0.03061
0.600,0.250,0.034,0.100,0.000,0.046,0.008,0.58868,0.03309
0.600,0.250,0.034,0.100,0.000,0.046,0.013,0.59702,0.03557
0.600,0.250,0.034,0.100,0.000,0.046,0.018,0.60573,0.03805
0.600,0.250,0.034,0.100,0.000,0.046,0.023,0.61488,0.04052
0.600,0.250,0.034,0.100,0.000,0.046,0.028,0.62453,0.04300
0.600,0.250,0.034,0.100,0.000,0.046,0.033,0.63480,0.04548
0.600,0.250,0.034,0.100,0.000,0.046,0.038,0.64582,0.04796
0.600,0.250,0.034,0.100,0.000,0.046,0.044,0.65782,0.05044
0.600,0.250,0.034,0.100,0.000,0.046,0.049,0.67120,0.05291
0.600,0.250,0.034,0.100,0.000,0.046,0.054,0.68670,0.05539
0.600,0.250,0.034,0.100,0.000,0.046,0.059,0.70632,0.05787
0.600,0.250,0.034,0.100,0.000,0.046,0.064,0.74093,0.06035
0.600,0.250,0.034,0.100,0.000,0.046,0.069,0.99793,0.06283
0.600,0.250,0.034,0.100,0.000,0.046,0.074,1.00000,0.06531
0.600,0.250,0.034,0.100,0.000,0.046,0.079,1.00000,0.06778
0.600,0.250,0.034,0.100,0.000,0.046,0.085,1.00000,0.07026
0.600,0.250,0.034,0.100,0.000,0.046,0.090,1.00000,0.07274
0.600,0.250,0.034,0.100,0.000,0.046,0.095,1.00000,0.07522
0.600,0.250,0.034,0.100,0.000,0.046,0.100,1.00000,0.07770
0.600,0.250,0.034,0.100,0.000,0.051,-0.100,0.45729,-0.02143
0.600,0.250,0.034,0.100,0.000,0.051,-0.095,0.46187,-0.01895
0.600,0.250,0.034,0.100,0.000,0.051,-0.090,0.46653,-0.01648
0.600,0.250,0.034,0.100,0.000,0.051,-0.085,0.47128,-0.01400
0.600,0.250,0.034,0.100,0.000,0.051,-0.079,0.47613,-0.01152
0.600,0.250,0.034,0.100,0.000,0.051,-0.074,0.48107,-0.00904
0.600,0.250,0.034,0.100,0.000,0.051,-0.069,0.48612,-0.00656
0.600,0.250,0.034,0.100,0.000,0.051,-0.064,0.49127,-0.00408
0.600,0.250,0.034,0.100,0.000,0.051,-0.059,0.49653,-0.00161
0.600,0.250,0.034,0.100,0.000,0.051,-0.054,0.50190,0.00087
0.600,0.250,0.034,0.100,0.000,0.051,-0.049,0.50740,0.00335
0.600,0.250,0.034,0.100,0.000,0.051,-0.044,0.51301,0.00583
0.600,0.250,0.034,0.100,0.000,0.051,-0.038,0.51875,0.00831
0.600,0.250,0.034,0.100,0.000,0.051,-0.033,0.52463,0.01079
0.600,0.250,0.034,0.100,0.000,0.051,-0.028,0.53064,0.01326
0.600,0.250,0.034,0.100,0.000,0.051,-0.023,0.53681,0.01574
0.600,0.250,0.034,0.100,0.000,0.051,-0.018,0.54313,0.01822
0.600,0.250,0.034,0.100,0.000,0.051,-0.013,0.54961,0.02070
0.600,0.250,0.034,0.100,0.000,0.051,-0.008,0.55627,0.02318
0.600,0.250,0.034,0.100,0.000,0.051,-0.003,0.56312,0.02565
0.600,0.250,0.034,0.100,0.000,0.051,0.003,0.57017,0.02813
0.600,0.250,0.034,0.100,0.000,0.051,0.008,0.57744,0.03061
0.600,0.250,0.034,0.100,0.000,0.051,0.013,0.58494,0.03309
0.600,0.250,0.034,0.100,0.000,0.051,0.018,0.59270,0.03557
0.600,0.250,0.034,0.100,0.000,0.051,0.023,0.60074,0.03805
0.600,0.250,0.034,0.100,0.000,0.051,0.028,0.60910,0.04052
0.600,0.250,0.034,0.100,0.000,0.051,0.033,0.61781,0.04300
0.600,0.250,0.034,0.100,0.000,0.051,0.038,0.62693,0.04548
0.600,0.250,0.034,0.100,0.000,0.051,0.044,0.63652,0.04796
0.600,0.250,0.034,0.100,0.000,0.051,0.049,0.64668,0.05044
0.600,0.250,0.034,0.100,0.000,0.051,0.054,0.65754,0.05291
0.600,0.250,0.034,0.100,0.000,0.051,0.059,0.66930,0.05539
0.600,0.250,0.034,0.100,0.000,0.051,0.064,0.68227,0.05787
0.600,0.250,0.034,0.100,0.000,0.051,0.069,0.69707,0.06035
0.600,0.250,0.034,0.100,0.000,0.051,0.074,0.71514,0.06283
0.600,0.250,0.034,0.100,0.000,0.051,0.079,0.74209,0.06531
0.600,0.250,0.034,0.100,0.000,0.051,0.085,0.88940,0.06778
0.600,0.250,0.034,0.100,0.000,0.051,0.090,0.99993,0.07026
0.600,0.250,0.034,0.100,0.000,0.051,0.095,1.00000,0.07274
0.600,0.250,0.034,0.100,0.000,0.051,0.100,1.00000,0.07522
0.600,0.250,0.034,0.100,0.000,0.056,-0.100,0.45368,-0.02391
0.600,0.250,0.034,0.100,0.000,0.056,-0.095,0.45811,-0.02143
0.600,0.250,0.034,0.100,0.000,0.056,-0.090,0.46261,-0.01895
0.600,0.250,0.034,0.100,0.000,0.056,-0.085,0.46720,-0.01648
0.600,0.250,0.034,0.100,0.000,0.056,-0.079,0.47187,-0.01400
0.600,0.250,0.034,0.100,0.000,0.056,-0.074,0.47663,-0.01152
0.600,0.250,0.034,0.100,0.000,0.056,-0.069,0.48149,-0.00904
0.600,0.250,0.034,0.100,0.000,0.056,-0.064,0.48643,-0.00656
0.600,0.250,0.034,0.100,0.000,0.056,-0.059,0.49147,-0.00408
0.600,0.250,0.034,0.100,0.000,0.056,-0.054,0.49661,-0.00161
0.600,0.250,0.034,0.100,0.000,0.056,-0.049,0.50186,0.00087
0.600,0.250,0.034,0.100,0.000,0.056,-0.044,0.50721,0.00335
0.600,0.250,0.034,0.100,0.000,0.056,-0.038,0.51267,0.00583
0.600,0.250,0.034,0.100,0.000,0.056,-0.033,0.51825,0.00831
0.600,0.250,0.034,0.100,0.000,0.056,-0.028,0.52394,0.01079
0.600,0.250,0.034,0.100,0.000,0.056,-0.023,0.52976,0.01326
0.600,0.250,0.034,0.100,0.000,0.056,-0.018,0.53571,0.01574
0.600,0.250,0.034,0.100,0.000,0.056,-0.013,0.54180,0.01822
0.600,0.250,0.034,0.100,0.000,0.056,-0.008,0.54803,0.02070
0.600,0.250,0.034,0.100,0.000,0.056,-0.003,0.55441,0.02318
0.600,0.250,0.034,0.100,0.000,0.056,0.003,0.56095,0.02565
0.600,0.250,0.034,0.100,0.000,0.056,0.008,0.56765,0.02813
0.600,0.250,0.034,0.100,0.000,0.056,0.013,0.57453,0.03061
0.600,0.250,0.034,0.100,0.000,0.056,0.018,0.58161,0.03309
0.600,0.250,0.034,0.100,0.000,0.056,0.023,0.58888,0.03557
0.600,0.250,0.034,0.100,0.000,0.056,0.028,0.59638,0.03805
0.600,0.250,0.034,0.100,0.000,0.056,0.033,0.60412,0.04052
0.600,0.250,0.034,0.100,0.000,0.056,0.038,0.61212,0.04300
0.600,0.250,0.034,0.100,0.000,0.056,0.044,0.62041,0.04548
0.600,0.250,0.034,0.100,0.000,0.056,0.049,0.62902,0.04796
0.600,0.250,0.034,0.100,0.000,0.056,0.054,0.63800,0.05044
0.600,0.250,0.034,0.100,0.000,0.056,0.059,0.64741,0.05291
0.600,0.250,0.034,0.100,0.000,0.056,0.064,0.65732,0.05539
0.600,0.250,0.034,0.100,0.000,0.056,0.069,0.66783,0.05787
0.600,0.250,0.034,0.100,0.000,0.056,0.074,0.67910,0.06035
0.600,0.250,0.034,0.100,0.000,0.056,0.079,0.69136,0.06283
0.600,0.250,0.034,0.100,0.000,0.056,0.085,0.70503,0.06531
0.600,0.250,0.034,0.100,0.000,0.056,0.090,0.72095,0.06778
0.600,0.250,0.034,0.100,0.000,0.056,0.095,0.74144,0.07026
0.600,0.250,0.034,0.100,0.000,0.056,0.100,0.77899,0.07274
0.600,0.250,0.034,0.100,0.000,0.062,-0.100,0.45024,-0.02639
0.600,0.250,0.034,0.100,0.000,0.062,-0.095,0.45453,-0.02391
0.600,0.250,0.034,0.100,0.000,0.062,-0.090,0.45889,-0.02143
0.600,0.250,0.034,0.100,0.000,0.062,-0.085,0.46333,-0.01895
0.600,0.250,0.034,0.100,0.000,0.062,-0.079,0.46785,-0.01648
0.600,0.250,0.034,0.100,0.000,0.062,-0.074,0.47244,-0.01400
0.600,0.250,0.034,0.100,0.000,0.062,-0.069,0.47712,-0.01152
0.600,0.250,0.034,0.100,0.000,0.062,-0.064,0.48188,-0.00904
0.600,0.250,0.034,0.100,0.000,0.062,-0.059,0.48673,-0.00656
0.600,0.250,0.034,0.100,0.000,0.062,-0.054,0.49166,-0.00408
0.600,0.250,0.034,0.100,0.000,0.062,-0.049,0.49669,-0.00161
0.600,0.250,0.034,0.100,0.000,0.062,-0.044,0.50181,0.00087
0.600,0.250,0.034,0.100,0.000,0.062,-0.038,0.50703,0.00335
0.600,0.250,0.034,0.100,0.000,0.062,-0.033,0.51235,0.00583
0.600,0.250,0.034,0.100,0.000,0.062,-0.028,0.51777,0.00831
0.600,0.250,0.034,0.100,0.000,0.062,-0.023,0.52330,0.01079
0.600,0.250,0.034,0.100,0.000,0.062,-0.018,0.52894,0.01326
0.600,0.250,0.034,0.100,0.000,0.062,-0.013,0.53469,0.01574
0.600,0.250,0.034,0.100,0.000,0.062,-0.008,0.54057,0.01822
0.600,0.250,0.034,0.100,0.000,0.062,-0.003,0.54656,0.02070
0.600,0.250,0.034,0.100,0.000,0.062,0.003,0.55269,0.02318
0.600,0.250,0.034,0.100,0.000,0.062,0.008,0.55895,0.02565
0.600,0.250,0.034,0.100,0.000,0.062,0.013,0.56535,0.02813
0.600,0.250,0.034,0.100,0.000,0.062,0.018,0.57190,0.03061
0.600,0.250,0.034,0.100,0.000,0.062,0.023,0.57860,0.03309
0.600,0.250,0.034,0.100,0.000,0.062,0.028,0.58547,0.03557
0.600,0.250,0.034,0.100,0.000,0.062,0.033,0.59252,0.03805
0.600,0.250,0.034,0.100,0.000,0.062,0.038,0.59975,0.04052
0.600,0.250,0.034,0.100,0.000,0.062,0.044,0.60718,0.04300
0.600,0.250,0.034,0.100,0.000,0.062,0.049,0.61483,0.04548
0.600,0.250,0.034,0.100,0.000,0.062,0.054,0.62272,0.04796
0.600,0.250,0.034,0.100,0.000,0.062,0.059,0.63086,0.05044
0.600,0.250,0.034,0.100,0.000,0.062,0.064,0.63928,0.05291
0.600,0.250,0.034,0.100,0.000,0.062,0.069,0.64803,0.05539
0.600,0.250,0.034,0.100,0.000,0.062,0.074,0.65713,0.05787
0.600,0.250,0.034,0.100,0.000,0.062,0.079,0.66666,0.06035
0.600,0.250,0.034,0.100,0.000,0.062,0.085,0.67667,0.06283
0.600,0.250,0.034,0.100,0.000,0.062,0.090,0.68728,0.06531
0.600,0.250,0.034,0.100,0.000,0.062,0.095,0.69865,0.06778
0.600,0.250,0.034,0.100,0.000,0.062,0.100,0.71100,0.07026
0.600,0.250,0.034,0.100,0.000,0.067,-0.100,0.44696,-0.02887
0.600,0.250,0.034,0.100,0.000,0.067,-0.095,0.45112,-0.02639
0.600,0.250,0.034,0.100,0.000,0.067,-0.090,0.45536,-0.02391
0.600,0.250,0.034,0.100,0.000,0.067,-0.085,0.45966,-0.02143
0.600,0.250,0.034,0.100,0.000,0.067,-0.079,0.46403,-0.01895
0.600,0.250,0.034,0.100,0.000,0.067,-0.074,0.46847,-0.01648
0.600,0.250,0.034,0.100,0.000,0.067,-0.069,0.47299,-0.01400
0.600,0.250,0.034,0.100,0.000,0.067,-0.064,0.47759,-0.01152
0.600,0.250,0.034,0.100,0.000,0.067,-0.059,0.48226,-0.00904
0.600,0.250,0.034,0.100,0.000,0.067,-0.054,0.48701,-0.00656
0.600,0.250,0.034,0.100,0.000,0.067,-0.049,0.49185,-0.00408
0.600,0.250,0.034,0.100,0.000,0.067,-0.044,0.49677,-0.00161
0.600,0.250,0.034,0.100,0.000,0.067,-0.038,0.50177,0.00087
0.600,0.250,0.034,0.100,0.000,0.067,-0.033,0.50686,0.00335
0.600,0.250,0.034,0.100,0.000,0.067,-0.028,0.51205,0.00583
0.600,0.250,0.034,0.100,0.000,0.067,-0.023,0.51732,0.00831
0.600,0.250,0.034,0.100,0.000,0.067,-0.018,0.52269,0.01079
0.600,0.250,0.034,0.100,0.000,0.067,-0.013,0.52816,0.01326
0.600,0.250,0.034,0.100,0.000,0.067,-0.008,0.53374,0.01574
0.600,0.250,0.034,0.100,0.000,0.067,-0.003,0.53941,0.01822
0.600,0.250,0.034,0.100,0.000,0.067,0.003,0.54520,0.02070
0.600,0.250,0.034,0.100,0.000,0.067,0.008,0.55109,0.02318
0.600,0.250,0.034,0.100,0.000,0.067,0.013,0.55710,0.02565
0.600,0.250,0.034,0.100,0.000,0.067,0.018,0.56323,0.02813
0.600,0.250,0.034,0.100,0.000,0.067,0.023,0.56949,0.03061
0.600,0.250,0.034,0.100,0.000,0.067,0.028,0.57587,0.03309
0.600,0.250,0.034,0.100,0.000,0.067,0.033,0.58239,0.03557
0.600,0.250,0.034,0.100,0.000,0.067,0.038,0.58905,0.03805
0.600,0.250,0.034,0.100,0.000,0.067,0.044,0.59587,0.04052
0.600,0.250,0.034,0.100,0.000,0.067,0.049,0.60283,0.04300
0.600,0.250,0.034,0.100,0.000,0.067,0.054,0.60997,0.04548
0.600,0.250,0.034,0.100,0.000,0.067,0.059,0.61728,0.04796
0.600,0.250,0.034,0.100,0.000,0.067,0.064,0.62478,0.05044
0.600,0.250,0.034,0.100,0.000,0.067,0.069,0.63248,0.05291
0.600,0.250,0.034,0.100,0.000,0.067,0.074,0.64040,0.05539
0.600,0.250,0.034,0.100,0.000,0.067,0.079,0.64856,0.05787
0.600,0.250,0.034,0.100,0.000,0.067,0.085,0.65698,0.06035
0.600,0.250,0.034,0.100,0.000,0.067,0.090,0.66569,0.06283
0.600,0.250,0.034,0.100,0.000,0.067,0.095,0.67474,0.06531
0.600,0.250,0.034,0.100,0.000,0.067,0.100,0.68416,0.06778
0.600,0.250,0.034,0.100,0.000,0.072,-0.100,0.44382,-0.03134
0.600,0.250,0.034,0.100,0.000,0.072,-0.095,0.44787,-0.02887
0.600,0.250,0.034,0.100,0.000,0.072,-0.090,0.45198,-0.02639
0.600,0.250,0.034,0.100,0.000,0.072,-0.085,0.45615,-0.02391
0.600,0.250,0.034,0.100,0.000,0.072,-0.079,0.46039,-0.02143
0.600,0.250,0.034,0.100,0.000,0.072,-0.074,0.46470,-0.01895
0.600,0.250,0.034,0.100,0.000,0.072,-0.069,0.46908,-0.01648
0.600,0.250,0.034,0.100,0.000,0.072,-0.064,0.47352,-0.01400
0.600,0.250,0.034,0.100,0.000,0.072,-0.059,0.47804,-0.01152
0.600,0.250,0.034,0.100,0.000,0.072,-0.054,0.48263,-0.00904
0.600,0.250,0.034,0.100,0.000,0.072,-0.049,0.48729,-0.00656
0.600,0.250,0.034,0.100,0.000,0.072,-0.044,0.49202,-0.00408
0.600,0.250,0.034,0.100,0.000,0.072,-0.038,0.49684,-0.00161
0.600,0.250,0.034,0.100,0.000,0.072,-0.033,0.50173,0.00087
0.600,0.250,0.034,0.100,0.000,0.072,-0.028,0.50670,0.00335
0.600,0.250,0.034,0.100,0.000,0.072,-0.023,0.51176,0.00583
0.600,0.250,0.034,0.100,0.000,0.072,-0.018,0.51690,0.00831
0.600,0.250,0.034,0.100,0.000,0.072,-0.013,0.52212,0.01079
0.600,0.250,0.034,0.100,0.000,0.072,-0.008,0.52743,0.01326
0.600,0.250,0.034,0.100,0.000,0.072,-0.003,0.53284,0.01574
0.600,0.250,0.034,0.100,0.000,0.072,0.003,0.53833,0.01822
0.600,0.250,0.034,0.100,0.000,0.072,0.008,0.54392,0.02070
0.600,0.250,0.034,0.100,0.000,0.072,0.013,0.54960,0.02318
0.600,0.250,0.034,0.100,0.000,0.072,0.018,0.55539,0.02565
0.600,0.250,0.034,0.100,0.000,0.072,0.023,0.56128,0.02813
0.600,0.250,0.034,0.100,0.000,0.072,0.028,0.56727,0.03061
0.600,0.250,0.034,0.100,0.000,0.072,0.033,0.57337,0.03309
0.600,0.250,0.034,0.100,0.000,0.072,0.038,0.57959,0.03557
0.600,0.250,0.034,0.100,0.000,0.072,0.044,0.58592,0.03805
0.600,0.250,0.034,0.100,0.000,0.072,0.049,0.59237,0.04052
0.600,0.250,0.034,0.100,0.000,0.072,0.054,0.59895,0.04300
0.600,0.250,0.034,0.100,0.000,0.072,0.059,0.60565,0.04548
0.600,0.250,0.034,0.100,0.000,0.072,0.064,0.61250,0.04796
0.600,0.250,0.034,0.100,0.000,0.072,0.069,0.61948,0.05044
0.600,0.250,0.034,0.100,0.000,0.072,0.074,0.62662,0.05291
0.600,0.250,0.034,0.100,0.000,0.072,0.079,0.63391,0.05539
0.600,0.250,0.034,0.100,0.000,0.072,0.085,0.64137,0.05787
0.600,0.250,0.034,0.100,0.000,0.072,0.090,0.64901,0.06035
0.600,0.250,0.034,0.100,0.000,0.072,0.095,0.65684,0.06283
0.600,0.250,0.034,0.100,0.000,0.072,0.100,0.66488,0.06531
0.600,0.250,0.034,0.100,0.000,0.077,-0.100,0.44081,-0.03382
0.600,0.250,0.034,0.100,0.000,0.077,-0.095,0.44475,-0.03134
0.600,0.250,0.034,0.100,0.000,0.077,-0.090,0.44875,-0.02887
0.600,0.250,0.034,0.100,0.000,0.077,-0.085,0.45281,-0.02639
0.600,0.250,0.034,0.100,0.000,0.077,-0.079,0.45693,-0.02391
0.600,0.250,0.034,0.100,0.000,0.077,-0.074,0.46111,-0.02143
0.600,0.250,0.034,0.100,0.000,0.077,-0.069,0.46535,-0.01895
0.600,0.250,0.034,0.100,0.000,0.077,-0.064,0.46966,-0.01648
0.600,0.250,0.034,0.100,0.000,0.077,-0.059,0.47403,-0.01400
0.600,0.250,0.034,0.100,0.000,0.077,-0.054,0.47847,-0.01152
0.600,0.250,0.034,0.100,0.000,0.077,-0.049,0.48298,-0.00904
0.600,0.250,0.034,0.100,0.000,0.077,-0.044,0.48755,-0.00656
0.600,0.250,0.034,0.100,0.000,0.077,-0.038,0.49219,-0.00408
0.600,0.250,0.034,0.100,0.000,0.077,-0.033,0.49691,-0.00161
0.600,0.250,0.034,0.100,0.000,0.077,-0.028,0.50169,0.00087
0.600,0.250,0.034,0.100,0.000,0.077,-0.023,0.50655,0.00335
0.600,0.250,0.034,0.100,0.000,0.077,-0.018,0.51148,0.00583
0.600,0.250,0.034,0.100,0.000,0.077,-0.013,0.51649,0.00831
0.600,0.250,0.034,0.100,0.000,0.077,-0.008,0.52158,0.01079
0.600,0.250,0.034,0.100,0.000,0.077,-0.003,0.52674,0.01326
0.600,0.250,0.034,0.100,0.000,0.077,0.003,0.53199,0.01574
0.600,0.250,0.034,0.100,0.000,0.077,0.008,0.53731,0.01822
0.600,0.250,0.034,0.100,0.000,0.077,0.013,0.54272,0.02070
0.600,0.250,0.034,0.100,0.000,0.077,0.018,0.54822,0.02318
0.600,0.250,0.034,0.100,0.000,0.077,0.023,0.55380,0.02565
0.600,0.250,0.034,0.100,0.000,0.077,0.028,0.55946,0.02813
0.600,0.250,0.034,0.100,0.000,0.077,0.033,0.56522,0.03061
0.600,0.250,0.034,0.100,0.000,0.077,0.038,0.57107,0.03309
0.600,0.250,0.034,0.100,0.000,0.077,0.044,0.57702,0.03557
0.600,0.250,0.034,0.100,0.000,0.077,0.049,0.58306,0.03805
0.600,0.250,0.034,0.100,0.000,0.077,0.054,0.58920,0.04052
0.600,0.250,0.034,0.100,0.000,0.077,0.059,0.59544,0.04300
0.600,0.250,0.034,0.100,0.000,0.077,0.064,0.60178,0.04548
0.600,0.250,0.034,0.100,0.000,0.077,0.069,0.60824,0.04796
0.600,0.250,0.034,0.100,0.000,0.077,0.074,0.61480,0.05044
0.600,0.250,0.034,0.100,0.000,0.077,0.079,0.62148,0.05291
0.600,0.250,0.034,0.100,0.000,0.077,0.085,0.62827,0.05539
0.600,0.250,0.034,0.100,0.000,0.077,0.090,0.63519,0.05787
0.600,0.250,0.034,0.100,0.000,0.077,0.095,0.64223,0.06035
0.600,0.250,0.034,0.100,0.000,0.077,0.100,0.64941,0.06283
0.600,0.250,0.034,0.100,0.000,0.082,-0.100,0.43792,-0.03630
0.600,0.250,0.034,0.100,0.000,0.082,-0.095,0.44176,-0.03382
0.600,0.250,0.034,0.100,0.000,0.082,-0.090,0.44566,-0.03134
0.600,0.250,0.034,0.100,0.000,0.082,-0.085,0.44961,-0.02887
0.600,0.250,0.034,0.100,0.000,0.082,-0.079,0.45362,-0.02639
0.600,0.250,0.034,0.100,0.000,0.082,-0.074,0.45768,-0.02391
0.600,0.250,0.034,0.100,0.000,0.082,-0.069,0.46180,-0.02143
0.600,0.250,0.034,0.100,0.000,0.082,-0.064,0.46598,-0.01895
0.600,0.250,0.034,0.100,0.000,0.082,-0.059,0.47022,-0.01648
0.600,0.250,0.034,0.100,0.000,0.082,-0.054,0.47453,-0.01400
0.600,0.250,0.034,0.100,0.000,0.082,-0.049,0.47889,-0.01152
0.600,0.250,0.034,0.100,0.000,0.082,-0.044,0.48331,-0.00904
0.600,0.250,0.034,0.100,0.000,0.082,-0.038,0.48780,-0.00656
0.600,0.250,0.034,0.100,0.000,0.082,-0.033,0.49236,-0.00408
0.600,0.250,0.034,0.100,0.000,0.082,-0.028,0.49697,-0.00161
0.600,0.250,0.034,0.100,0.000,0.082,-0.023,0.50166,0.00087
0.600,0.250,0.034,0.100,0.000,0.082,-0.018,0.50641,0.00335
0.600,0.250,0.034,0.100,0.000,0.082,-0.013,0.51122,0.00583
0.600,0.250,0.034,0.100,0.000,0.082,-0.008,0.51611,0.00831
0.600,0.250,0.034,0.100,0.000,0.082,-0.003,0.52106,0.01079
0.600,0.250,0.034,0.100,0.000,0.082,0.003,0.52609,0.01326
0.600,0.250,0.034,0.100,0.000,0.082,0.008,0.53119,0.01574
0.600,0.250,0.034,0.100,0.000,0.082,0.013,0.53636,0.01822
0.600,0.250,0.034,0.100,0.000,0.082,0.018,0.54160,0.02070
0.600,0.250,0.034,0.100,0.000,0.082,0.023,0.54691,0.02318
0.600,0.250,0.034,0.100,0.000,0.082,0.028,0.55231,0.02565
0.600,0.250,0.034,0.100,0.000,0.082,0.033,0.55777,0.02813
0.600,0.250,0.034,0.100,0.000,0.082,0.038,0.56332,0.03061
0.600,0.250,0.034,0.100,0.000,0.082,0.044,0.56894,0.03309
0.600,0.250,0.034,0.100,0.000,0.082,0.049,0.57465,0.03557
0.600,0.250,0.034,0.100,0.000,0.082,0.054,0.58043,0.03805
0.600,0.250,0.034,0.100,0.000,0.082,0.059,0.58630,0.04052
0.600,0.250,0.034,0.100,0.000,0.082,0.064,0.59224,0.04300
0.600,0.250,0.034,0.100,0.000,0.082,0.069,0.59828,0.04548
0.600,0.250,0.034,0.100,0.000,0.082,0.074,0.60440,0.04796
0.600,0.250,0.034,0.100,0.000,0.082,0.079,0.61060,0.05044
0.600,0.250,0.034,0.100,0.000,0.082,0.085,0.61690,0.05291
0.600,0.250,0.034,0.100,0.000,0.082,0.090,0.62328,0.05539
0.600,0.250,0.034,0.100,0.000,0.082,0.095,0.62976,0.05787
0.600,0.250,0.034,0.100,0.000,0.082,0.100,0.63633,0.06035
0.600,0.250,0.034,0.100,0.000,0.087,-0.100,0.43514,-0.03878
0.600,0.250,0.034,0.100,0.000,0.087,-0.095,0.43889,-0.03630
0.600,0.250,0.034,0.100,0.000,0.087,-0.090,0.44269,-0.03382
0.600,0.250,0.034,0.100,0.000,0.087,-0.085,0.44654,-0.03134
0.600,0.250,0.034,0.100,0.000,0.087,-0.079,0.45044,-0.02887
0.600,0.250,0.034,0.100,0.000,0.087,-0.074,0.45440,-0.02639
0.600,0.250,0.034,0.100,0.000,0.087,-0.069,0.45841,-0.02391
0.600,0.250,0.034,0.100,0.000,0.087,-0.064,0.46247,-0.02143
0.600,0.250,0.034,0.100,0.000,0.087,-0.059,0.46659,-0.01895
0.600,0.250,0.034,0.100,0.000,0.087,-0.054,0.47077,-0.01648
0.600,0.250,0.034,0.100,0.000,0.087,-0.049,0.47500,-0.01400
0.600,0.250,0.034,0.100,0.000,0.087,-0.044,0.47929,-0.01152
0.600,0.250,0.034,0.100,0.000,0.087,-0.038,0.48364,-0.00904
0.600,0.250,0.034,0.100,0.000,0.087,-0.033,0.48805,-0.00656
0.600,0.250,0.034,0.100,0.000,0.087,-0.028,0.49251,-0.00408
0.600,0.250,0.034,0.100,0.000,0.087,-0.023,0.49704,-0.00161
0.600,0.250,0.034,0.100,0.000,0.087,-0.018,0.50162,0.00087
0.600,0.250,0.034,0.100,0.000,0.087,-0.013,0.50627,0.00335
0.600,0.250,0.034,0.100,0.000,0.087,-0.008,0.51097,0.00583
0.600,0.250,0.034,0.100,0.000,0.087,-0.003,0.51574,0.00831
0.600,0.250,0.034,0.100,0.000,0.087,0.003,0.52057,0.01079
0.600,0.250,0.034,0.100,0.000,0.087,0.008,0.52547,0.01326
0.600,0.250,0.034,0.100,0.000,0.087,0.013,0.53043,0.01574
0.600,0.250,0.034,0.100,0.000,0.087,0.018,0.53545,0.01822
0.600,0.250,0.034,0.100,0.000,0.087,0.023,0.54054,0.02070
0.600,0.250,0.034,0.100,0.000,0.087,0.028,0.54569,0.02318
0.600,0.250,0.034,0.100,0.000,0.087,0.033,0.55091,0.02565
0.600,0.250,0.034,0.100,0.000,0.087,0.038,0.55619,0.02813
0.600,0.250,0.034,0.100,0.000,0.087,0.044,0.56155,0.03061
0.600,0.250,0.034,0.100,0.000,0.087,0.049,0.56696,0.03309
0.600,0.250,0.034,0.100,0.000,0.087,0.054,0.57245,0.03557
0.600,0.250,0.034,0.100,0.000,0.087,0.059,0.57800,0.03805
0.600,0.250,0.034,0.100,0.000,0.087,0.064,0.58363,0.04052
0.600,0.250,0.034,0.100,0.000,0.087,0.069,0.58932,0.04300
0.600,0.250,0.034,0.100,0.000,0.087,0.074,0.59508,0.04548
0.600,0.250,0.034,0.100,0.000,0.087,0.079,0.60091,0.04796
0.600,0.250,0.034,0.100,0.000,0.087,0.085,0.60681,0.05044
0.600,0.250,0.034,0.100,0.000,0.087,0.090,0.61278,0.05291
0.600,0.250,0.034,0.100,0.000,0.087,0.095,0.61881,0.05539
0.600,0.250,0.034,0.100,0.000,0.087,0.100,0.62492,0.05787
0.600,0.250,0.034,0.100,0.000,0.092,-0.100,0.43247,-0.04126
0.600,0.250,0.034,0.100,0.000,0.092,-0.095,0.43613,-0.03878
